0.05
2
Time,N001,I1,R1,
0.001916,90.9041,-0.518116,4.54521,
0.001917,90.3623,-0.490926,4.51812,
0.001918,89.8185,-0.463637,4.49093,
0.001919,89.2727,-0.436251,4.46364,
0.00192,88.725,-0.408768,4.43625,
0.001921,88.1754,-0.381191,4.40877,
0.001922,87.6238,-0.35352,4.38119,
0.001923,87.0704,-0.325755,4.35352,
0.001924,86.5151,-0.297899,4.32576,
0.001925,85.958,-0.269952,4.2979,
0.001926,85.399,-0.241916,4.26995,
0.001927,84.8383,-0.213791,4.24192,
0.001928,84.2758,-0.185579,4.21379,
0.001929,83.7116,-0.15728,4.18558,
0.00193,83.1456,-0.128896,4.15728,
0.001931,82.5779,-0.100429,4.1289,
0.001932,82.0086,-0.0718779,4.10043,
0.001933,81.4376,-0.0432454,4.07188,
0.001934,80.8649,-0.0145322,4.04325,
0.001935,80.2906,0.0142605,4.01453,
0.001936,79.7148,0.0431317,3.98574,
0.001937,79.1374,0.07208,3.95687,
0.001938,78.5584,0.101105,3.92792,
0.001939,77.9779,0.130204,3.8989,
0.00194,77.3959,0.159377,3.8698,
0.001941,76.8125,0.188623,3.84062,
0.001942,76.2275,0.217941,3.81138,
0.001943,75.6412,0.247328,3.78206,
0.001944,75.0534,0.276785,3.75267,
0.001945,74.4643,0.30631,3.72321,
0.001946,73.8738,0.335902,3.69369,
0.001947,73.282,0.36556,3.6641,
0.001948,72.6888,0.395282,3.63444,
0.001949,72.0944,0.425067,3.60472,
0.00195,71.4987,0.454915,3.57493,
0.001951,70.9017,0.484824,3.54508,
0.001952,70.3035,0.514792,3.51518,
0.001953,69.7042,0.544819,3.48521,
0.001954,69.1036,0.574904,3.45518,
0.001955,68.5019,0.605044,3.4251,
0.001956,67.8991,0.63524,3.39496,
0.001957,67.2952,0.66549,3.36476,
0.001958,66.6902,0.695792,3.33451,
0.001959,66.0842,0.726146,3.30421,
0.00196,65.4771,0.756551,3.27385,
0.001961,64.869,0.787004,3.24345,
0.001962,64.2599,0.817505,3.213,
0.001963,63.6499,0.848053,3.18249,
0.001964,63.0389,0.878646,3.15195,
0.001965,62.4271,0.909284,3.12135,
0.001966,61.8143,0.939964,3.09072,
0.001967,61.2007,0.970687,3.06004,
0.001968,60.5863,1.00145,3.02931,
0.001969,59.971,1.03225,2.99855,
0.00197,59.3549,1.06309,2.96775,
0.001971,58.7381,1.09397,2.93691,
0.001972,58.1206,1.12488,2.90603,
0.001973,57.5023,1.15583,2.87512,
0.001974,56.8833,1.18681,2.84417,
0.001975,56.2637,1.21783,2.81319,
0.001976,55.6434,1.24887,2.78217,
0.001977,55.0226,1.27995,2.75113,
0.001978,54.4011,1.31105,2.72005,
0.001979,53.779,1.34218,2.68895,
0.00198,53.1564,1.37333,2.65782,
0.001981,52.5333,1.40451,2.62667,
0.001982,51.9097,1.43572,2.59549,
0.001983,51.2856,1.46694,2.56428,
0.001984,50.6611,1.49819,2.53306,
0.001985,50.0362,1.52946,2.50181,
0.001986,49.4108,1.56074,2.47054,
0.001987,48.7851,1.59205,2.43926,
0.001988,48.1591,1.62337,2.40795,
0.001989,47.5327,1.6547,2.37663,
0.00199,46.906,1.68605,2.3453,
0.001991,46.2791,1.71741,2.31395,
0.001992,45.6519,1.74878,2.28259,
0.001993,45.0244,1.78016,2.25122,
0.001994,44.3968,1.81155,2.21984,
0.001995,43.769,1.84295,2.18845,
0.001996,43.1411,1.87435,2.15705,
0.001997,42.513,1.90576,2.12565,
0.001998,41.8848,1.93717,2.09424,
0.001999,41.2566,1.96858,2.06283,
0.002,40.6283,2,2.03142,
0.002001,40,2.03142,2,
0.002002,39.3717,2.06283,1.96858,
0.002003,38.7434,2.09424,1.93717,
0.002004,38.1152,2.12565,1.90576,
0.002005,37.487,2.15705,1.87435,
0.002006,36.8589,2.18845,1.84295,
0.002007,36.231,2.21984,1.81155,
0.002008,35.6032,2.25122,1.78016,
0.002009,34.9756,2.28259,1.74878,
0.00201,34.3481,2.31395,1.71741,
0.002011,33.7209,2.3453,1.68605,
0.002012,33.094,2.37663,1.6547,
0.002013,32.4673,2.40795,1.62337,
0.002014,31.8409,2.43926,1.59205,
0.002015,31.2149,2.47054,1.56074,
0.002016,30.5892,2.50181,1.52946,
0.002017,29.9638,2.53306,1.49819,
0.002018,29.3389,2.56428,1.46694,
0.002019,28.7144,2.59549,1.43572,
0.00202,28.0903,2.62667,1.40451,
0.002021,27.4667,2.65782,1.37333,
0.002022,26.8436,2.68895,1.34218,
0.002023,26.221,2.72005,1.31105,
0.002024,25.5989,2.75113,1.27995,
0.002025,24.9774,2.78217,1.24887,
0.002026,24.3566,2.81319,1.21783,
0.002027,23.7363,2.84417,1.18681,
0.002028,23.1167,2.87512,1.15583,
0.002029,22.4977,2.90603,1.12488,
0.00203,21.8794,2.93691,1.09397,
0.002031,21.2619,2.96775,1.06309,
0.002032,20.6451,2.99855,1.03225,
0.002033,20.029,3.02931,1.00145,
0.002034,19.4137,3.06004,0.970687,
0.002035,18.7993,3.09072,0.939964,
0.002036,18.1857,3.12135,0.909284,
0.002037,17.5729,3.15195,0.878646,
0.002038,16.9611,3.18249,0.848053,
0.002039,16.3501,3.213,0.817505,
0.00204,15.7401,3.24345,0.787004,
0.002041,15.131,3.27385,0.756551,
0.002042,14.5229,3.30421,0.726146,
0.002043,13.9158,3.33451,0.695792,
0.002044,13.3098,3.36476,0.66549,
0.002045,12.7048,3.39496,0.63524,
0.002046,12.1009,3.4251,0.605044,
0.002047,11.4981,3.45518,0.574904,
0.002048,10.8964,3.48521,0.544819,
0.002049,10.2958,3.51518,0.514792,
0.00205,9.69647,3.54508,0.484824,
0.002051,9.0983,3.57493,0.454915,
0.002052,8.50135,3.60472,0.425067,
0.002053,7.90564,3.63444,0.395282,
0.002054,7.3112,3.6641,0.36556,
0.002055,6.71805,3.69369,0.335902,
0.002056,6.12621,3.72321,0.30631,
0.002057,5.53571,3.75267,0.276785,
0.002058,4.94657,3.78206,0.247328,
0.002059,4.35881,3.81138,0.217941,
0.00206,3.77246,3.84062,0.188623,
0.002061,3.18754,3.8698,0.159377,
0.002062,2.60408,3.8989,0.130204,
0.002063,2.02209,3.92792,0.101105,
0.002064,1.4416,3.95687,0.07208,
0.002065,0.862633,3.98574,0.0431317,
0.002066,0.285211,4.01453,0.0142605,
0.002067,-0.290644,4.04325,-0.0145322,
0.002068,-0.864907,4.07188,-0.0432454,
0.002069,-1.43756,4.10043,-0.0718779,
0.00207,-2.00857,4.1289,-0.100429,
0.002071,-2.57793,4.15728,-0.128896,
0.002072,-3.1456,4.18558,-0.15728,
0.002073,-3.71158,4.21379,-0.185579,
0.002074,-4.27582,4.24192,-0.213791,
0.002075,-4.83832,4.26995,-0.241916,
0.002076,-5.39905,4.2979,-0.269952,
0.002077,-5.95799,4.32576,-0.297899,
0.002078,-6.51511,4.35352,-0.325755,
0.002079,-7.07039,4.38119,-0.35352,
0.00208,-7.62382,4.40877,-0.381191,
0.002081,-8.17537,4.43625,-0.408768,
0.002082,-8.72501,4.46364,-0.436251,
0.002083,-9.27273,4.49093,-0.463637,
0.002084,-9.81851,4.51812,-0.490926,
0.002085,-10.3623,4.54521,-0.518116,
0.002086,-10.9041,4.5722,-0.545207,
0.002087,-11.444,4.59909,-0.572198,
0.002088,-11.9817,4.62587,-0.599087,
0.002089,-12.5175,4.65256,-0.625873,
0.00209,-13.0511,4.67913,-0.652556,
0.002091,-13.5827,4.70561,-0.679134,
0.002092,-14.1121,4.73197,-0.705606,
0.002093,-14.6394,4.75823,-0.731972,
0.002094,-15.1646,4.78438,-0.758229,
0.002095,-15.6876,4.81042,-0.784378,
0.002096,-16.2083,4.83634,-0.810417,
0.002097,-16.7269,4.86216,-0.836345,
0.002098,-17.2432,4.88786,-0.862161,
0.002099,-17.7573,4.91345,-0.887864,
0.0021,-18.269,4.93893,-0.913452,
0.002101,-18.7785,4.96428,-0.938926,
0.002102,-19.2857,4.98952,-0.964284,
0.002103,-19.7905,5.01465,-0.989525,
0.002104,-20.293,5.03965,-1.01465,
0.002105,-20.793,5.06454,-1.03965,
0.002106,-21.2907,5.0893,-1.06454,
0.002107,-21.786,5.11394,-1.0893,
0.002108,-22.2788,5.13846,-1.11394,
0.002109,-22.7691,5.16285,-1.13846,
0.00211,-23.257,5.18712,-1.16285,
0.002111,-23.7424,5.21126,-1.18712,
0.002112,-24.2253,5.23528,-1.21126,
0.002113,-24.7056,5.25917,-1.23528,
0.002114,-25.1834,5.28293,-1.25917,
0.002115,-25.6586,5.30656,-1.28293,
0.002116,-26.1312,5.33006,-1.30656,
0.002117,-26.6012,5.35343,-1.33006,
0.002118,-27.0686,5.37666,-1.35343,
0.002119,-27.5333,5.39977,-1.37666,
0.00212,-27.9953,5.42274,-1.39977,
0.002121,-28.4547,5.44557,-1.42274,
0.002122,-28.9114,5.46827,-1.44557,
0.002123,-29.3653,5.49083,-1.46827,
0.002124,-29.8165,5.51325,-1.49083,
0.002125,-30.265,5.53553,-1.51325,
0.002126,-30.7107,5.55768,-1.53553,
0.002127,-31.1536,5.57968,-1.55768,
0.002128,-31.5936,5.60155,-1.57968,
0.002129,-32.0309,5.62327,-1.60155,
0.00213,-32.4653,5.64484,-1.62327,
0.002131,-32.8969,5.66628,-1.64484,
0.002132,-33.3255,5.68757,-1.66628,
0.002133,-33.7513,5.70871,-1.68757,
0.002134,-34.1742,5.72971,-1.70871,
0.002135,-34.5941,5.75056,-1.72971,
0.002136,-35.0111,5.77126,-1.75056,
0.002137,-35.4251,5.79181,-1.77126,
0.002138,-35.8362,5.81221,-1.79181,
0.002139,-36.2443,5.83247,-1.81221,
0.00214,-36.6493,5.85257,-1.83247,
0.002141,-37.0513,5.87252,-1.85257,
0.002142,-37.4503,5.89231,-1.87252,
0.002143,-37.8462,5.91195,-1.89231,
0.002144,-38.2391,5.93144,-1.91195,
0.002145,-38.6288,5.95078,-1.93144,
0.002146,-39.0155,5.96995,-1.95078,
0.002147,-39.399,5.98897,-1.96995,
0.002148,-39.7794,6.00783,-1.98897,
0.002149,-40.1567,6.02654,-2.00783,
0.00215,-40.5308,6.04508,-2.02654,
0.002151,-40.9017,6.06347,-2.04508,
0.002152,-41.2694,6.0817,-2.06347,
0.002153,-41.6339,6.09976,-2.0817,
0.002154,-41.9952,6.11766,-2.09976,
0.002155,-42.3533,6.1354,-2.11766,
0.002156,-42.7081,6.15298,-2.1354,
0.002157,-43.0596,6.17039,-2.15298,
0.002158,-43.4078,6.18764,-2.17039,
0.002159,-43.7528,6.20472,-2.18764,
0.00216,-44.0945,6.22164,-2.20472,
0.002161,-44.4328,6.23839,-2.22164,
0.002162,-44.7678,6.25497,-2.23839,
0.002163,-45.0994,6.27139,-2.25497,
0.002164,-45.4277,6.28763,-2.27139,
0.002165,-45.7527,6.30371,-2.28763,
0.002166,-46.0742,6.31962,-2.30371,
0.002167,-46.3923,6.33535,-2.31962,
0.002168,-46.7071,6.35092,-2.33535,
0.002169,-47.0184,6.36631,-2.35092,
0.00217,-47.3262,6.38153,-2.36631,
0.002171,-47.6307,6.39658,-2.38153,
0.002172,-47.9316,6.41146,-2.39658,
0.002173,-48.2291,6.42616,-2.41146,
0.002174,-48.5231,6.44068,-2.42616,
0.002175,-48.8136,6.45503,-2.44068,
0.002176,-49.1007,6.46921,-2.45503,
0.002177,-49.3841,6.48321,-2.46921,
0.002178,-49.6641,6.49703,-2.48321,
0.002179,-49.9405,6.51067,-2.49703,
0.00218,-50.2134,6.52414,-2.51067,
0.002181,-50.4827,6.53742,-2.52414,
0.002182,-50.7484,6.55053,-2.53742,
0.002183,-51.0106,6.56346,-2.55053,
0.002184,-51.2692,6.57621,-2.56346,
0.002185,-51.5241,6.58877,-2.57621,
0.002186,-51.7755,6.60116,-2.58877,
0.002187,-52.0232,6.61336,-2.60116,
0.002188,-52.2673,6.62539,-2.61336,
0.002189,-52.5077,6.63723,-2.62539,
0.00219,-52.7445,6.64888,-2.63723,
0.002191,-52.9776,6.66036,-2.64888,
0.002192,-53.2071,6.67164,-2.66036,
0.002193,-53.4329,6.68275,-2.67164,
0.002194,-53.655,6.69367,-2.68275,
0.002195,-53.8734,6.7044,-2.69367,
0.002196,-54.0881,6.71495,-2.7044,
0.002197,-54.2991,6.72532,-2.71495,
0.002198,-54.5063,6.73549,-2.72532,
0.002199,-54.7098,6.74548,-2.73549,
0.0022,-54.9096,6.75528,-2.74548,
0.002201,-55.1057,6.7649,-2.75528,
0.002202,-55.2979,6.77432,-2.7649,
0.002203,-55.4865,6.78356,-2.77432,
0.002204,-55.6712,6.79261,-2.78356,
0.002205,-55.8522,6.80147,-2.79261,
0.002206,-56.0294,6.81014,-2.80147,
0.002207,-56.2028,6.81862,-2.81014,
0.002208,-56.3724,6.82691,-2.81862,
0.002209,-56.5382,6.83501,-2.82691,
0.00221,-56.7001,6.84292,-2.83501,
0.002211,-56.8583,6.85063,-2.84292,
0.002212,-57.0127,6.85816,-2.85063,
0.002213,-57.1632,6.86549,-2.85816,
0.002214,-57.3099,6.87263,-2.86549,
0.002215,-57.4527,6.87958,-2.87263,
0.002216,-57.5917,6.88634,-2.87958,
0.002217,-57.7268,6.8929,-2.88634,
0.002218,-57.8581,6.89928,-2.8929,
0.002219,-57.9855,6.90545,-2.89928,
0.00222,-58.1091,6.91144,-2.90545,
0.002221,-58.2287,6.91723,-2.91144,
0.002222,-58.3445,6.92282,-2.91723,
0.002223,-58.4564,6.92822,-2.92282,
0.002224,-58.5645,6.93343,-2.92822,
0.002225,-58.6686,6.93844,-2.93343,
0.002226,-58.7688,6.94326,-2.93844,
0.002227,-58.8652,6.94788,-2.94326,
0.002228,-58.9576,6.95231,-2.94788,
0.002229,-59.0461,6.95654,-2.95231,
0.00223,-59.1308,6.96057,-2.95654,
0.002231,-59.2115,6.96441,-2.96057,
0.002232,-59.2883,6.96806,-2.96441,
0.002233,-59.3611,6.9715,-2.96806,
0.002234,-59.4301,6.97476,-2.9715,
0.002235,-59.4951,6.97781,-2.97476,
0.002236,-59.5562,6.98067,-2.97781,
0.002237,-59.6134,6.98333,-2.98067,
0.002238,-59.6666,6.98579,-2.98333,
0.002239,-59.7159,6.98806,-2.98579,
0.00224,-59.7613,6.99013,-2.98806,
0.002241,-59.8027,6.99201,-2.99013,
0.002242,-59.8402,6.99368,-2.99201,
0.002243,-59.8737,6.99516,-2.99368,
0.002244,-59.9033,6.99645,-2.99516,
0.002245,-59.9289,6.99753,-2.99645,
0.002246,-59.9507,6.99842,-2.99753,
0.002247,-59.9684,6.99911,-2.99842,
0.002248,-59.9822,6.99961,-2.99911,
0.002249,-59.9921,6.9999,-2.99961,
0.00225,-59.998,7,-2.9999,
0.002251,-60,6.9999,-3,
0.002252,-59.998,6.99961,-2.9999,
0.002253,-59.9921,6.99911,-2.99961,
0.002254,-59.9822,6.99842,-2.99911,
0.002255,-59.9684,6.99753,-2.99842,
0.002256,-59.9507,6.99645,-2.99753,
0.002257,-59.9289,6.99516,-2.99645,
0.002258,-59.9033,6.99368,-2.99516,
0.002259,-59.8737,6.99201,-2.99368,
0.00226,-59.8402,6.99013,-2.99201,
0.002261,-59.8027,6.98806,-2.99013,
0.002262,-59.7613,6.98579,-2.98806,
0.002263,-59.7159,6.98333,-2.98579,
0.002264,-59.6666,6.98067,-2.98333,
0.002265,-59.6134,6.97781,-2.98067,
0.002266,-59.5562,6.97476,-2.97781,
0.002267,-59.4951,6.9715,-2.97476,
0.002268,-59.4301,6.96806,-2.9715,
0.002269,-59.3611,6.96441,-2.96806,
0.00227,-59.2883,6.96057,-2.96441,
0.002271,-59.2115,6.95654,-2.96057,
0.002272,-59.1308,6.95231,-2.95654,
0.002273,-59.0461,6.94788,-2.95231,
0.002274,-58.9576,6.94326,-2.94788,
0.002275,-58.8652,6.93844,-2.94326,
0.002276,-58.7688,6.93343,-2.93844,
0.002277,-58.6686,6.92822,-2.93343,
0.002278,-58.5645,6.92282,-2.92822,
0.002279,-58.4564,6.91723,-2.92282,
0.00228,-58.3445,6.91144,-2.91723,
0.002281,-58.2287,6.90545,-2.91144,
0.002282,-58.1091,6.89928,-2.90545,
0.002283,-57.9855,6.8929,-2.89928,
0.002284,-57.8581,6.88634,-2.8929,
0.002285,-57.7268,6.87958,-2.88634,
0.002286,-57.5917,6.87263,-2.87958,
0.002287,-57.4527,6.86549,-2.87263,
0.002288,-57.3099,6.85816,-2.86549,
0.002289,-57.1632,6.85063,-2.85816,
0.00229,-57.0127,6.84292,-2.85063,
0.002291,-56.8583,6.83501,-2.84292,
0.002292,-56.7001,6.82691,-2.83501,
0.002293,-56.5382,6.81862,-2.82691,
0.002294,-56.3724,6.81014,-2.81862,
0.002295,-56.2028,6.80147,-2.81014,
0.002296,-56.0294,6.79261,-2.80147,
0.002297,-55.8522,6.78356,-2.79261,
0.002298,-55.6712,6.77432,-2.78356,
0.002299,-55.4865,6.7649,-2.77432,
0.0023,-55.2979,6.75528,-2.7649,
0.002301,-55.1057,6.74548,-2.75528,
0.002302,-54.9096,6.73549,-2.74548,
0.002303,-54.7098,6.72532,-2.73549,
0.002304,-54.5063,6.71495,-2.72532,
0.002305,-54.2991,6.7044,-2.71495,
0.002306,-54.0881,6.69367,-2.7044,
0.002307,-53.8734,6.68275,-2.69367,
0.002308,-53.655,6.67164,-2.68275,
0.002309,-53.4329,6.66036,-2.67164,
0.00231,-53.2071,6.64888,-2.66036,
0.002311,-52.9776,6.63723,-2.64888,
0.002312,-52.7445,6.62539,-2.63723,
0.002313,-52.5077,6.61336,-2.62539,
0.002314,-52.2673,6.60116,-2.61336,
0.002315,-52.0232,6.58877,-2.60116,
0.002316,-51.7755,6.57621,-2.58877,
0.002317,-51.5241,6.56346,-2.57621,
0.002318,-51.2692,6.55053,-2.56346,
0.002319,-51.0106,6.53742,-2.55053,
0.00232,-50.7484,6.52414,-2.53742,
0.002321,-50.4827,6.51067,-2.52414,
0.002322,-50.2134,6.49703,-2.51067,
0.002323,-49.9405,6.48321,-2.49703,
0.002324,-49.6641,6.46921,-2.48321,
0.002325,-49.3841,6.45503,-2.46921,
0.002326,-49.1007,6.44068,-2.45503,
0.002327,-48.8136,6.42616,-2.44068,
0.002328,-48.5231,6.41146,-2.42616,
0.002329,-48.2291,6.39658,-2.41146,
0.00233,-47.9316,6.38153,-2.39658,
0.002331,-47.6307,6.36631,-2.38153,
0.002332,-47.3262,6.35092,-2.36631,
0.002333,-47.0184,6.33535,-2.35092,
0.002334,-46.7071,6.31962,-2.33535,
0.002335,-46.3923,6.30371,-2.31962,
0.002336,-46.0742,6.28763,-2.30371,
0.002337,-45.7527,6.27139,-2.28763,
0.002338,-45.4277,6.25497,-2.27139,
0.002339,-45.0994,6.23839,-2.25497,
0.00234,-44.7678,6.22164,-2.23839,
0.002341,-44.4328,6.20472,-2.22164,
0.002342,-44.0945,6.18764,-2.20472,
0.002343,-43.7528,6.17039,-2.18764,
0.002344,-43.4078,6.15298,-2.17039,
0.002345,-43.0596,6.1354,-2.15298,
0.002346,-42.7081,6.11766,-2.1354,
0.002347,-42.3533,6.09976,-2.11766,
0.002348,-41.9952,6.0817,-2.09976,
0.002349,-41.6339,6.06347,-2.0817,
0.00235,-41.2694,6.04508,-2.06347,
0.002351,-40.9017,6.02654,-2.04508,
0.002352,-40.5308,6.00783,-2.02654,
0.002353,-40.1567,5.98897,-2.00783,
0.002354,-39.7794,5.96995,-1.98897,
0.002355,-39.399,5.95078,-1.96995,
0.002356,-39.0155,5.93144,-1.95078,
0.002357,-38.6288,5.91195,-1.93144,
0.002358,-38.2391,5.89231,-1.91195,
0.002359,-37.8462,5.87252,-1.89231,
0.00236,-37.4503,5.85257,-1.87252,
0.002361,-37.0513,5.83247,-1.85257,
0.002362,-36.6493,5.81221,-1.83247,
0.002363,-36.2443,5.79181,-1.81221,
0.002364,-35.8362,5.77126,-1.79181,
0.002365,-35.4251,5.75056,-1.77126,
0.002366,-35.0111,5.72971,-1.75056,
0.002367,-34.5941,5.70871,-1.72971,
0.002368,-34.1742,5.68757,-1.70871,
0.002369,-33.7513,5.66628,-1.68757,
0.00237,-33.3255,5.64484,-1.66628,
0.002371,-32.8969,5.62327,-1.64484,
0.002372,-32.4653,5.60155,-1.62327,
0.002373,-32.0309,5.57968,-1.60155,
0.002374,-31.5936,5.55768,-1.57968,
0.002375,-31.1536,5.53553,-1.55768,
0.002376,-30.7107,5.51325,-1.53553,
0.002377,-30.265,5.49083,-1.51325,
0.002378,-29.8165,5.46827,-1.49083,
0.002379,-29.3653,5.44557,-1.46827,
0.00238,-28.9114,5.42274,-1.44557,
0.002381,-28.4547,5.39977,-1.42274,
0.002382,-27.9953,5.37666,-1.39977,
0.002383,-27.5333,5.35343,-1.37666,
0.002384,-27.0686,5.33006,-1.35343,
0.002385,-26.6012,5.30656,-1.33006,
0.002386,-26.1312,5.28293,-1.30656,
0.002387,-25.6586,5.25917,-1.28293,
0.002388,-25.1834,5.23528,-1.25917,
0.002389,-24.7056,5.21126,-1.23528,
0.00239,-24.2253,5.18712,-1.21126,
0.002391,-23.7424,5.16285,-1.18712,
0.002392,-23.257,5.13846,-1.16285,
0.002393,-22.7691,5.11394,-1.13846,
0.002394,-22.2788,5.0893,-1.11394,
0.002395,-21.786,5.06454,-1.0893,
0.002396,-21.2907,5.03965,-1.06454,
0.002397,-20.793,5.01465,-1.03965,
0.002398,-20.293,4.98952,-1.01465,
0.002399,-19.7905,4.96428,-0.989525,
0.0024,-19.2857,4.93893,-0.964284,
0.002401,-18.7785,4.91345,-0.938926,
0.002402,-18.269,4.88786,-0.913452,
0.002403,-17.7573,4.86216,-0.887864,
0.002404,-17.2432,4.83634,-0.862161,
0.002405,-16.7269,4.81042,-0.836345,
0.002406,-16.2083,4.78438,-0.810417,
0.002407,-15.6876,4.75823,-0.784378,
0.002408,-15.1646,4.73197,-0.758229,
0.002409,-14.6394,4.70561,-0.731972,
0.00241,-14.1121,4.67913,-0.705606,
0.002411,-13.5827,4.65256,-0.679134,
0.002412,-13.0511,4.62587,-0.652556,
0.002413,-12.5175,4.59909,-0.625873,
0.002414,-11.9817,4.5722,-0.599087,
0.002415,-11.444,4.54521,-0.572198,
0.002416,-10.9041,4.51812,-0.545207,
0.002417,-10.3623,4.49093,-0.518116,
0.002418,-9.81851,4.46364,-0.490926,
0.002419,-9.27273,4.43625,-0.463637,
0.00242,-8.72501,4.40877,-0.436251,
0.002421,-8.17537,4.38119,-0.408768,
0.002422,-7.62382,4.35352,-0.381191,
0.002423,-7.07039,4.32576,-0.35352,
0.002424,-6.51511,4.2979,-0.325755,
0.002425,-5.95799,4.26995,-0.297899,
0.002426,-5.39905,4.24192,-0.269952,
0.002427,-4.83832,4.21379,-0.241916,
0.002428,-4.27582,4.18558,-0.213791,
0.002429,-3.71158,4.15728,-0.185579,
0.00243,-3.1456,4.1289,-0.15728,
0.002431,-2.57793,4.10043,-0.128896,
0.002432,-2.00857,4.07188,-0.100429,
0.002433,-1.43756,4.04325,-0.0718779,
0.002434,-0.864907,4.01453,-0.0432454,
0.002435,-0.290644,3.98574,-0.0145322,
0.002436,0.285211,3.95687,0.0142605,
0.002437,0.862633,3.92792,0.0431317,
0.002438,1.4416,3.8989,0.07208,
0.002439,2.02209,3.8698,0.101105,
0.00244,2.60408,3.84062,0.130204,
0.002441,3.18754,3.81138,0.159377,
0.002442,3.77246,3.78206,0.188623,
0.002443,4.35881,3.75267,0.217941,
0.002444,4.94657,3.72321,0.247328,
0.002445,5.53571,3.69369,0.276785,
0.002446,6.12621,3.6641,0.30631,
0.002447,6.71805,3.63444,0.335902,
0.002448,7.3112,3.60472,0.36556,
0.002449,7.90564,3.57493,0.395282,
0.00245,8.50135,3.54508,0.425067,
0.002451,9.0983,3.51518,0.454915,
0.002452,9.69647,3.48521,0.484824,
0.002453,10.2958,3.45518,0.514792,
0.002454,10.8964,3.4251,0.544819,
0.002455,11.4981,3.39496,0.574904,
0.002456,12.1009,3.36476,0.605044,
0.002457,12.7048,3.33451,0.63524,
0.002458,13.3098,3.30421,0.66549,
0.002459,13.9158,3.27385,0.695792,
0.00246,14.5229,3.24345,0.726146,
0.002461,15.131,3.213,0.756551,
0.002462,15.7401,3.18249,0.787004,
0.002463,16.3501,3.15195,0.817505,
0.002464,16.9611,3.12135,0.848053,
0.002465,17.5729,3.09072,0.878646,
0.002466,18.1857,3.06004,0.909284,
0.002467,18.7993,3.02931,0.939964,
0.002468,19.4137,2.99855,0.970687,
0.002469,20.029,2.96775,1.00145,
0.00247,20.6451,2.93691,1.03225,
0.002471,21.2619,2.90603,1.06309,
0.002472,21.8794,2.87512,1.09397,
0.002473,22.4977,2.84417,1.12488,
0.002474,23.1167,2.81319,1.15583,
0.002475,23.7363,2.78217,1.18681,
0.002476,24.3566,2.75113,1.21783,
0.002477,24.9774,2.72005,1.24887,
0.002478,25.5989,2.68895,1.27995,
0.002479,26.221,2.65782,1.31105,
0.00248,26.8436,2.62667,1.34218,
0.002481,27.4667,2.59549,1.37333,
0.002482,28.0903,2.56428,1.40451,
0.002483,28.7144,2.53306,1.43572,
0.002484,29.3389,2.50181,1.46694,
0.002485,29.9638,2.47054,1.49819,
0.002486,30.5892,2.43926,1.52946,
0.002487,31.2149,2.40795,1.56074,
0.002488,31.8409,2.37663,1.59205,
0.002489,32.4673,2.3453,1.62337,
0.00249,33.094,2.31395,1.6547,
0.002491,33.7209,2.28259,1.68605,
0.002492,34.3481,2.25122,1.71741,
0.002493,34.9756,2.21984,1.74878,
0.002494,35.6032,2.18845,1.78016,
0.002495,36.231,2.15705,1.81155,
0.002496,36.8589,2.12565,1.84295,
0.002497,37.487,2.09424,1.87435,
0.002498,38.1152,2.06283,1.90576,
0.002499,38.7434,2.03142,1.93717,
0.0025,39.3717,2,1.96858,
0.002501,40,1.96858,2,
0.002502,40.6283,1.93717,2.03142,
0.002503,41.2566,1.90576,2.06283,
0.002504,41.8848,1.87435,2.09424,
0.002505,42.513,1.84295,2.12565,
0.002506,43.1411,1.81155,2.15705,
0.002507,43.769,1.78016,2.18845,
0.002508,44.3968,1.74878,2.21984,
0.002509,45.0244,1.71741,2.25122,
0.00251,45.6519,1.68605,2.28259,
0.002511,46.2791,1.6547,2.31395,
0.002512,46.906,1.62337,2.3453,
0.002513,47.5327,1.59205,2.37663,
0.002514,48.1591,1.56074,2.40795,
0.002515,48.7851,1.52946,2.43926,
0.002516,49.4108,1.49819,2.47054,
0.002517,50.0362,1.46694,2.50181,
0.002518,50.6611,1.43572,2.53306,
0.002519,51.2856,1.40451,2.56428,
0.00252,51.9097,1.37333,2.59549,
0.002521,52.5333,1.34218,2.62667,
0.002522,53.1564,1.31105,2.65782,
0.002523,53.779,1.27995,2.68895,
0.002524,54.4011,1.24887,2.72005,
0.002525,55.0226,1.21783,2.75113,
0.002526,55.6434,1.18681,2.78217,
0.002527,56.2637,1.15583,2.81319,
0.002528,56.8833,1.12488,2.84417,
0.002529,57.5023,1.09397,2.87512,
0.00253,58.1206,1.06309,2.90603,
0.002531,58.7381,1.03225,2.93691,
0.002532,59.3549,1.00145,2.96775,
0.002533,59.971,0.970687,2.99855,
0.002534,60.5863,0.939964,3.02931,
0.002535,61.2007,0.909284,3.06004,
0.002536,61.8143,0.878646,3.09072,
0.002537,62.4271,0.848053,3.12135,
0.002538,63.0389,0.817505,3.15195,
0.002539,63.6499,0.787004,3.18249,
0.00254,64.2599,0.756551,3.213,
0.002541,64.869,0.726146,3.24345,
0.002542,65.4771,0.695792,3.27385,
0.002543,66.0842,0.66549,3.30421,
0.002544,66.6902,0.63524,3.33451,
0.002545,67.2952,0.605044,3.36476,
0.002546,67.8991,0.574904,3.39496,
0.002547,68.5019,0.544819,3.4251,
